date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:29:40	24103/24103	---M-Z	200	added ('OK')	application/javascript	etag:%225e27-607430e1edc47-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/masonry-layout/masonry.pkgd.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/masonry-layout/masonry.pkgd.min.js	(from https://themesbrand.com/minible/layouts/ui-cards.html)
14:29:41	6852/6852	---M-Z	200	added ('OK')	text/css	etag:%221ac4-623b89fac534a-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/magnific-popup/magnific-popup.css	D:/Tee/themesbrand.com/minible/layouts/assets/libs/magnific-popup/magnific-popup.css	(from https://themesbrand.com/minible/layouts/ui-lightbox.html)
14:29:41	214475/214475	---M--	200	added ('OK')	image/jpeg	etag:%22345cb-607430e1c4c06%22	https://themesbrand.com/minible/layouts/assets/images/small/img-7.jpg	D:/Tee/themesbrand.com/minible/layouts/assets/images/small/img-7.jpg	(from https://themesbrand.com/minible/layouts/ui-cards.html)
14:29:41	352302/352302	---M--	200	added ('OK')	image/jpeg	etag:%225602e-607430e1c1d26%22	https://themesbrand.com/minible/layouts/assets/images/small/img-6.jpg	D:/Tee/themesbrand.com/minible/layouts/assets/images/small/img-6.jpg	(from https://themesbrand.com/minible/layouts/ui-cards.html)
14:29:41	20735/20735	---M-Z	200	added ('OK')	application/javascript	etag:%2250ff-623b89fac534a-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/magnific-popup/jquery.magnific-popup.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/magnific-popup/jquery.magnific-popup.min.js	(from https://themesbrand.com/minible/layouts/ui-lightbox.html)
14:29:41	1777/1777	---M-Z	200	added ('OK')	application/javascript	etag:%226f1-607430e1c7ae6-gzip%22	https://themesbrand.com/minible/layouts/assets/js/pages/lightbox.init.js	D:/Tee/themesbrand.com/minible/layouts/assets/js/pages/lightbox.init.js	(from https://themesbrand.com/minible/layouts/ui-lightbox.html)
14:29:41	311/311	---M-Z	200	added ('OK')	application/javascript	etag:%22137-607430e1c8a86-gzip%22	https://themesbrand.com/minible/layouts/assets/js/pages/modal.init.js	D:/Tee/themesbrand.com/minible/layouts/assets/js/pages/modal.init.js	(from https://themesbrand.com/minible/layouts/ui-modals.html)
14:29:42	1343/1343	---M-Z	200	added ('OK')	application/javascript	etag:%2253f-607430e1c8a86-gzip%22	https://themesbrand.com/minible/layouts/assets/js/pages/range-sliders.init.js	D:/Tee/themesbrand.com/minible/layouts/assets/js/pages/range-sliders.init.js	(from https://themesbrand.com/minible/layouts/ui-rangeslider.html)
14:29:42	4084/4084	---M-Z	200	added ('OK')	application/javascript	etag:%22ff4-607430e1cc906-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/@curiosityx/bootstrap-session-timeout/index.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/@curiosityx/bootstrap-session-timeout/index.js	(from https://themesbrand.com/minible/layouts/ui-session-timeout.html)
14:29:43	300/300	---M-Z	200	added ('OK')	application/javascript	etag:%2212c-607430e1c8a86-gzip%22	https://themesbrand.com/minible/layouts/assets/js/pages/session-timeout.init.js	D:/Tee/themesbrand.com/minible/layouts/assets/js/pages/session-timeout.init.js	(from https://themesbrand.com/minible/layouts/ui-session-timeout.html)
14:29:43	23816/23816	---M-Z	200	added ('OK')	text/css	etag:%225d08-623b89fac91cb-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/sweetalert2/sweetalert2.min.css	D:/Tee/themesbrand.com/minible/layouts/assets/libs/sweetalert2/sweetalert2.min.css	(from https://themesbrand.com/minible/layouts/ui-sweet-alert.html)
14:29:43	46646/46646	---M-Z	200	added ('OK')	application/javascript	etag:%22b636-623b89fac91cb-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/sweetalert2/sweetalert2.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/sweetalert2/sweetalert2.min.js	(from https://themesbrand.com/minible/layouts/ui-sweet-alert.html)
